id,location_clean,title_cat_ChatGPT,seniority_level_5,days_online_grouped,job_type,tech_stack
1396,Ludwigshafen,Other,Senior,8-14,-,AWS
1399,Berlin,Data Engineer,Senior,0-7,-,AWS
1411,München,Other,Senior,0-7,-,AWS
1412,Berlin,AI Engineer,Associate/Mid-Level,0-7,-,AWS
1413,München,Other,Director,0-7,-,AWS
1431,Würzburg,Other,Associate/Mid-Level,0-7,-,AWS
1445,Rosenheim,Data Engineer,Associate/Mid-Level,15-21,-,AWS
1448,Deutschland,Other,Associate/Mid-Level,0-7,-,AWS
1449,Gütersloh,AI/ML Specialist,Senior,0-7,-,AWS
1462,Luxembourg,Business Intelligence (BI),Associate/Mid-Level,0-7,-,AWS
1463,Luxembourg,Business Intelligence (BI),Associate/Mid-Level,0-7,-,AWS
1487,Burghausen,Other,Associate/Mid-Level,8-14,-,AWS
1515,Luxembourg,Business Intelligence (BI),Associate/Mid-Level,8-14,-,AWS
1519,Berlin,Data Engineer,Senior,8-14,-,AWS
1520,Berlin,Data Engineer,Associate/Mid-Level,15-21,-,AWS
1523,Berlin,Machine Learning Engineer,Associate/Mid-Level,15-21,-,AWS
1558,Berlin,Data Engineer,Senior,0-7,-,AWS
1564,Unterschleißheim,Data Engineer,Senior,0-7,-,AWS
1567,Berlin,Machine Learning Engineer,Senior,8-14,-,AWS
1568,Düsseldorf,Data Engineer,Senior,8-14,-,AWS
1580,Berlin,Data Engineer,Senior,22-28,-,AWS
1586,Köln,Machine Learning Engineer,Associate/Mid-Level,0-7,-,AWS
1588,Duisburg,Machine Learning Engineer,Associate/Mid-Level,0-7,-,AWS
1591,Berlin,AI/ML Specialist,Associate/Mid-Level,0-7,-,AWS
1608,Köln,Data Engineer,Associate/Mid-Level,15-21,-,AWS
1614,Berlin,Data Engineer,Senior,0-7,-,AWS
57,Deutschland,Data Scientist,Senior,15-21,-,AWS
78,Hamburg,Data Scientist,Associate/Mid-Level,29+,-,AWS
82,Deutschland,AI/ML Specialist,Associate/Mid-Level,0-7,-,AWS
250,Berlin,Other,Senior,29+,-,AWS
293,Hamburg,Data Scientist,Entry level,29+,-,AWS
347,Deutschland,Machine Learning Engineer,Associate/Mid-Level,29+,-,AWS
408,Leipzig,Business Intelligence (BI),Associate/Mid-Level,22-28,-,AWS
15,München,Data Scientist,Associate/Mid-Level,15-21,-,Git
22,Berlin,Data Scientist,Associate/Mid-Level,8-14,-,Git
31,München,AI Engineer,Entry level,29+,-,Git
37,Heilbronn,Machine Learning Engineer,Associate/Mid-Level,29+,-,Git
38,Schwalbach,Data Scientist,Entry level,15-21,-,Git
43,Berlin,Data Scientist,Associate/Mid-Level,8-14,-,Git
45,Kronberg,Data Scientist,Entry level,15-21,-,Git
46,Hannover,Data Scientist,Associate/Mid-Level,0-7,-,Git
48,München,Machine Learning Engineer,Associate/Mid-Level,8-14,-,Git
50,Hamburg,Data Scientist,Associate/Mid-Level,0-7,-,Git
53,Frankfurt am Main,Research Scientist,Senior,29+,-,Git
62,Aschheim,Other,Associate/Mid-Level,15-21,-,Git
63,Hamburg,Other,Associate/Mid-Level,15-21,-,Git
72,Hürth,AI Engineer,Entry level,29+,-,Git
73,Hamburg,Other,Associate/Mid-Level,0-7,-,Git
87,Köln,AI Engineer,Associate/Mid-Level,29+,-,Git
88,Essen,Data Scientist,Associate/Mid-Level,8-14,-,Git
92,Hamburg,Machine Learning Engineer,Associate/Mid-Level,29+,-,Git
104,Deutschland,Data Scientist,Associate/Mid-Level,22-28,-,Git
112,Hamburg,AI Engineer,Associate/Mid-Level,8-14,-,Git
117,München,AI Engineer,Associate/Mid-Level,29+,-,Git
123,Ottobrunn,Data Scientist,Entry level,29+,-,Git
134,Köln,Data Scientist,Entry level,0-7,-,Git
156,Berlin,Data Scientist,Associate/Mid-Level,15-21,-,Git
157,Berlin,Data Scientist,Senior,0-7,-,Git
180,Wuppertal,Machine Learning Engineer,Associate/Mid-Level,0-7,-,Git
185,Berlin,Other,Associate/Mid-Level,15-21,-,Git
194,Dortmund,AI/ML Specialist,Associate/Mid-Level,8-14,-,Git
203,Bremen,AI Engineer,Entry level,0-7,-,Git
206,Deutschland,Machine Learning Engineer,Associate/Mid-Level,29+,-,Git
214,Berlin,Data Scientist,Associate/Mid-Level,8-14,-,Git
222,Lampertheim,Data Scientist,Associate/Mid-Level,0-7,-,Git
226,Düsseldorf,Data Scientist,Associate/Mid-Level,29+,-,Git
248,München,Data Scientist,Entry level,0-7,-,Git
254,München,AI/ML Specialist,Entry level,15-21,-,Git
255,München,Machine Learning Engineer,Entry level,0-7,-,Git
276,München,Data Analyst,Associate/Mid-Level,8-14,-,Git
279,Berlin,Data Scientist,Director,0-7,-,Git
287,Berlin,Machine Learning Engineer,Associate/Mid-Level,22-28,-,Git
292,Leipzig,Data Scientist,Senior,15-21,-,Git
314,Düsseldorf,Data Scientist,Associate/Mid-Level,29+,-,Git
322,München,Data Scientist,Entry level,0-7,-,Git
335,Frankfurt am Main,Data Scientist,Entry level,8-14,-,Git
344,München,Data Scientist,Senior,15-21,-,Git
351,Köln,AI Engineer,Entry level,0-7,-,Git
358,Frankfurt am Main,Other,Entry level,0-7,-,Git
362,Berlin,Machine Learning Engineer,Associate/Mid-Level,29+,-,Git
365,Berlin,Other,Associate/Mid-Level,22-28,-,Git
376,Berlin,Machine Learning Engineer,Associate/Mid-Level,29+,-,Git
379,Berlin,Other,Entry level,0-7,-,Git
381,Berlin,Data Analyst,Associate/Mid-Level,0-7,-,Git
382,Hamburg,Data Engineer,Associate/Mid-Level,29+,-,Git
383,Berlin,Data Analyst,Associate/Mid-Level,8-14,-,Git
387,Berlin,Data Scientist,Associate/Mid-Level,0-7,-,Git
398,Berlin,Data Analyst,Associate/Mid-Level,0-7,-,Git
401,Clausthal-Zellerfeld,Research Scientist,Associate/Mid-Level,8-14,-,Git
413,Berlin,Other,Associate/Mid-Level,29+,-,Git
414,Berlin,Other,Associate/Mid-Level,29+,-,Git
422,Stuttgart,Data Scientist,Associate/Mid-Level,15-21,-,Git
433,Berlin,Data Scientist,Senior,8-14,-,Git
480,Köln,Data Scientist,Entry level,29+,-,Git
504,Deutschland,Other,Associate/Mid-Level,15-21,-,Git
517,München,Other,Associate/Mid-Level,29+,-,Git
518,Deutschland,Data Scientist,Senior,0-7,-,Git
527,Köln,Data Engineer,Entry level,8-14,-,Git
545,Bremen,AI Engineer,Associate/Mid-Level,0-7,-,Git
547,München,Machine Learning Engineer,Associate/Mid-Level,29+,-,Git
550,Immenstadt,Other,Associate/Mid-Level,29+,-,Git
551,Heilbronn,Machine Learning Engineer,Senior,29+,-,Git
552,Hamburg,Data Analyst,Associate/Mid-Level,29+,-,Git
561,Bonn,Data Scientist,Senior,22-28,-,Git
565,Fellbach,Data Analyst,Associate/Mid-Level,22-28,-,Git
581,Gütersloh,Data Engineer,Entry level,29+,-,Git
587,Berlin,Data Scientist,Senior,8-14,-,Git
601,Berlin,Other,Senior,8-14,-,Git
619,München,Data Scientist,Senior,15-21,-,Git
626,Deutschland,Machine Learning Engineer,Associate/Mid-Level,0-7,-,Git
636,Hamburg,Data Analyst,Associate/Mid-Level,8-14,-,Git
645,München,Business Intelligence (BI),Associate/Mid-Level,22-28,-,Git
683,Sankt Augustin,Data Scientist,Associate/Mid-Level,0-7,-,Git
687,Freiburg,Data Scientist,Associate/Mid-Level,29+,-,Git
698,Berlin,Other,Entry level,15-21,-,Git
708,München,Other,Entry level,0-7,-,Git
719,Gunzenhausen,Other,Associate/Mid-Level,8-14,-,Git
725,Deutschland,Data Scientist,Senior,0-7,-,Git
741,Frankfurt am Main,Data Engineer,Associate/Mid-Level,29+,-,Git
746,München,Machine Learning Engineer,Entry level,8-14,-,Git
759,Berlin,Data Engineer,Associate/Mid-Level,8-14,-,Git
772,München,Data Scientist,Associate/Mid-Level,0-7,-,Git
794,Berlin,Machine Learning Engineer,Director,29+,-,Git
803,Gotha,Data Scientist,Associate/Mid-Level,N/A,-,Git
805,Karlsruhe,Data Scientist,Associate/Mid-Level,N/A,-,Git
843,Berlin,Other,Associate/Mid-Level,N/A,-,Git
873,Hannover,Data Scientist,Senior,N/A,-,Git
874,Mainz,Other,Associate/Mid-Level,N/A,-,Git
896,München,Data Scientist,Associate/Mid-Level,N/A,-,Git
904,Köln,Data Scientist,Senior,N/A,-,Git
909,Deutschland,Data Scientist,Senior,N/A,-,Git
932,Hamburg,Data Scientist,Director,N/A,-,Git
956,Lübeck,Data Engineer,Associate/Mid-Level,N/A,-,Git
963,Stuttgart,Machine Learning Engineer,Associate/Mid-Level,N/A,-,Git
964,Würzburg,Data Scientist,Senior,N/A,-,Git
985,Schenefeld,Other,Associate/Mid-Level,N/A,-,Git
995,München,Data Scientist,Senior,N/A,-,Git
1002,Frankfurt am Main,Data Scientist,Senior,N/A,-,Git
1005,Berlin,Data Scientist,Senior,N/A,-,Git
1007,Hamburg,Data Scientist,Senior,N/A,-,Git
1012,Essen,Data Scientist,Senior,N/A,-,Git
1024,Berlin,Other,Senior,N/A,-,Git
1025,München,Machine Learning Engineer,Entry level,N/A,-,Git
1029,Hamburg,Data Scientist,Senior,N/A,-,Git
1037,Berlin,Other,Director,N/A,-,Git
1049,Berlin,Data Scientist,Associate/Mid-Level,N/A,-,Git
1067,Berlin,Other,Associate/Mid-Level,N/A,-,Git
1094,Sankt Augustin,Data Scientist,Associate/Mid-Level,N/A,-,Git
1098,München,Data Scientist,Associate/Mid-Level,N/A,-,Git
1104,Berlin,Data Scientist,Senior,N/A,-,Git
1148,München,Data Scientist,Senior,N/A,-,Git
1150,Bonn,Data Scientist,Senior,N/A,-,Git
1174,Heidelberg,Data Engineer,Entry level,0-7,-,Git
1180,Karlsruhe,Data Scientist,Senior,N/A,-,Git
1193,München,Data Scientist,Entry level,N/A,-,Git
1206,München,Other,Senior,N/A,-,Git
1213,Saarbrücken,Other,Associate/Mid-Level,N/A,-,Git
1215,München,Data Scientist,Senior,8-14,-,Git
1247,Puchheim,Machine Learning Engineer,Entry level,N/A,-,Git
1255,Berlin,Data Scientist,Director,N/A,-,Git
1267,Hannover,Other,Associate/Mid-Level,N/A,-,Git
1276,Stuttgart,Data Scientist,Associate/Mid-Level,0-7,-,Git
1299,Berlin,Data Scientist,Associate/Mid-Level,8-14,-,Git
1336,Köln,Other,Senior,0-7,-,Git
1340,Frankfurt,Data Scientist,Senior,0-7,-,Git
1351,Berlin,Other,Associate/Mid-Level,0-7,-,Git
1363,Stuttgart,Data Scientist,Entry level,0-7,-,Git
1364,Ahrensburg,Other,Associate/Mid-Level,8-14,-,Git
1366,Stuttgart,Other,Entry level,0-7,-,Git
1374,München,Other,Associate/Mid-Level,0-7,-,Git
1375,Köln,Data Engineer,Associate/Mid-Level,0-7,-,Git
1396,Ludwigshafen,Other,Senior,8-14,-,Git
1397,Ludwigshafen,Data Scientist,Senior,8-14,-,Git
1403,Freiburg im Breisgau,Other,Associate/Mid-Level,8-14,-,Git
1407,Aachen,Other,Associate/Mid-Level,8-14,-,Git
1431,Würzburg,Other,Associate/Mid-Level,0-7,-,Git
1474,Karlsruhe,Other,Associate/Mid-Level,0-7,-,Git
1482,Sindelfingen,Machine Learning Engineer,Entry level,0-7,-,Git
1486,Deutschland,Other,Associate/Mid-Level,0-7,-,Git
1501,Tübingen,Other,Associate/Mid-Level,8-14,-,Git
1555,Berlin,Machine Learning Engineer,Senior,0-7,-,Git
1558,Berlin,Data Engineer,Senior,0-7,-,Git
1562,Deutschland,Other,Associate/Mid-Level,0-7,-,Git
1568,Düsseldorf,Data Engineer,Senior,8-14,-,Git
1585,Jena,Other,Associate/Mid-Level,15-21,-,Git
1586,Köln,Machine Learning Engineer,Associate/Mid-Level,0-7,-,Git
1592,Taufkirchen,Machine Learning Engineer,Associate/Mid-Level,0-7,-,Git
82,Deutschland,AI/ML Specialist,Associate/Mid-Level,0-7,-,Git
250,Berlin,Other,Senior,29+,-,Git
408,Leipzig,Business Intelligence (BI),Associate/Mid-Level,22-28,-,Git
17,Berlin,Machine Learning Engineer,Associate/Mid-Level,29+,-,Java
73,Hamburg,Other,Associate/Mid-Level,0-7,-,Java
95,Dresden,Data Scientist,Associate/Mid-Level,15-21,-,Java
100,Hamburg,AI/ML Specialist,Associate/Mid-Level,22-28,-,Java
105,Berlin,AI Engineer,Associate/Mid-Level,15-21,-,Java
111,Deutschland,Data Scientist,Associate/Mid-Level,29+,-,Java
112,Hamburg,AI Engineer,Associate/Mid-Level,8-14,-,Java
125,Stuttgart,Data Scientist,Associate/Mid-Level,0-7,-,Java
150,Darmstadt,AI/ML Specialist,Entry level,15-21,-,Java
154,Fellbach,Data Scientist,Associate/Mid-Level,8-14,-,Java
162,München,Data Scientist,Senior,8-14,-,Java
168,München,Research Scientist,Associate/Mid-Level,15-21,-,Java
186,München,Other,Entry level,0-7,-,Java
195,Aachen,Data Scientist,Associate/Mid-Level,22-28,-,Java
198,Berlin,Research Scientist,Associate/Mid-Level,22-28,-,Java
201,Deutschland,Machine Learning Engineer,Associate/Mid-Level,15-21,-,Java
205,Deutschland,Data Scientist,Associate/Mid-Level,15-21,-,Java
212,München,Research Scientist,Associate/Mid-Level,22-28,-,Java
233,Deutschland,AI/ML Specialist,Director,8-14,-,Java
240,Deutschland,Data Engineer,Entry level,0-7,-,Java
241,München,Machine Learning Engineer,Associate/Mid-Level,29+,-,Java
246,Kiel,Data Scientist,Associate/Mid-Level,22-28,-,Java
353,Düsseldorf,Data Engineer,Associate/Mid-Level,0-7,-,Java
383,Berlin,Data Analyst,Associate/Mid-Level,8-14,-,Java
399,Stuttgart,Data Scientist,Associate/Mid-Level,0-7,-,Java
412,Frankfurt am Main,Data Consultant,Entry level,29+,-,Java
420,München,AI/ML Specialist,Entry level,29+,-,Java
422,Stuttgart,Data Scientist,Associate/Mid-Level,15-21,-,Java
497,Leipzig,Other,Associate/Mid-Level,0-7,-,Java
514,Berlin,Data Scientist,Associate/Mid-Level,0-7,-,Java
520,Ulm,Data Scientist,Associate/Mid-Level,29+,-,Java
527,Köln,Data Engineer,Entry level,8-14,-,Java
538,Zweibrücken,Other,Associate/Mid-Level,15-21,-,Java
556,Berlin,Data Scientist,Associate/Mid-Level,29+,-,Java
559,Deutschland,Data Engineer,Associate/Mid-Level,0-7,-,Java
585,München,Data Scientist,Associate/Mid-Level,29+,-,Java
596,Berlin,Other,Associate/Mid-Level,0-7,-,Java
622,Karlsruhe,AI/ML Specialist,Associate/Mid-Level,22-28,-,Java
624,Oldenburg,Data Engineer,Entry level,29+,-,Java
627,München,Data Scientist,Associate/Mid-Level,15-21,-,Java
633,Gerlingen,Business Intelligence (BI),Entry level,0-7,-,Java
650,Berlin,Data Scientist,Associate/Mid-Level,15-21,-,Java
653,Berlin,Machine Learning Engineer,Associate/Mid-Level,0-7,-,Java
657,Deutschland,Other,Associate/Mid-Level,29+,-,Java
659,Frankfurt am Main,Data Scientist,Associate/Mid-Level,29+,-,Java
662,Hamburg,Data Analyst,Associate/Mid-Level,0-7,-,Java
664,Frankfurt am Main,Data Scientist,Associate/Mid-Level,15-21,-,Java
673,München,Data Engineer,Associate/Mid-Level,29+,-,Java
678,Köln,Data Scientist,Associate/Mid-Level,8-14,-,Java
689,Nürnberg,Data Scientist,Associate/Mid-Level,29+,-,Java
693,Berlin,Data Scientist,Senior,0-7,-,Java
706,Hamburg,Data Scientist,Associate/Mid-Level,29+,-,Java
707,Köln,Data Scientist,Associate/Mid-Level,29+,-,Java
731,Düsseldorf,Data Scientist,Associate/Mid-Level,29+,-,Java
739,Hamburg,Data Scientist,Associate/Mid-Level,15-21,-,Java
750,Düsseldorf,Data Scientist,Associate/Mid-Level,15-21,-,Java
755,Stuttgart,Data Scientist,Associate/Mid-Level,29+,-,Java
765,München,AI/ML Specialist,Associate/Mid-Level,8-14,-,Java
782,Berlin,Machine Learning Engineer,Associate/Mid-Level,0-7,-,Java
791,Berlin,AI/ML Specialist,Senior,22-28,-,Java
801,Neuherberg,Data Scientist,Associate/Mid-Level,N/A,-,Java
812,Königstein im Taunus,Data Scientist,Associate/Mid-Level,N/A,-,Java
842,Saarbrücken,Data Scientist,Associate/Mid-Level,N/A,-,Java
851,Hamburg,Data Scientist,Associate/Mid-Level,N/A,-,Java
870,Köln,Data Scientist,Associate/Mid-Level,N/A,-,Java
884,Kiel,Data Scientist,Associate/Mid-Level,N/A,-,Java
894,Deutschland,Data Scientist,Associate/Mid-Level,N/A,-,Java
897,Jena,Data Scientist,Associate/Mid-Level,N/A,-,Java
918,Hamburg,Other,Associate/Mid-Level,N/A,-,Java
922,Hannover,Data Scientist,Associate/Mid-Level,N/A,-,Java
938,Köln,Data Scientist,Associate/Mid-Level,N/A,-,Java
939,Berlin,Other,Entry level,N/A,-,Java
941,Berlin,Data Scientist,Associate/Mid-Level,N/A,-,Java
942,Berlin,Data Scientist,Associate/Mid-Level,15-21,-,Java
943,Berlin,Research Scientist,Senior,N/A,-,Java
947,München,Data Scientist,Entry level,N/A,-,Java
952,Berlin,Other,Associate/Mid-Level,N/A,-,Java
955,Berlin,Other,Associate/Mid-Level,N/A,-,Java
963,Stuttgart,Machine Learning Engineer,Associate/Mid-Level,N/A,-,Java
968,Berlin,Other,Associate/Mid-Level,N/A,-,Java
983,Berlin,AI/ML Specialist,Associate/Mid-Level,N/A,-,Java
994,Berlin,Other,Senior,N/A,-,Java
999,Berlin,Data Scientist,Senior,N/A,-,Java
1011,Berlin,Other,Senior,N/A,-,Java
1022,Berlin,Other,Director,N/A,-,Java
1024,Berlin,Other,Senior,N/A,-,Java
1033,Eschborn,Data Scientist,Associate/Mid-Level,N/A,-,Java
1037,Berlin,Other,Director,N/A,-,Java
1043,Aachen,Other,Senior,N/A,-,Java
1065,Karlsruhe,Other,Entry level,N/A,-,Java
1075,Berlin,Machine Learning Engineer,Senior,N/A,-,Java
1076,Köln,Data Consultant,Senior,N/A,-,Java
1078,Düsseldorf,Data Consultant,Senior,N/A,-,Java
1079,Frankfurt am Main,Data Consultant,Senior,N/A,-,Java
1080,Stuttgart,Data Consultant,Senior,N/A,-,Java
1081,Mannheim,Data Consultant,Senior,N/A,-,Java
1082,Hamburg,Data Consultant,Senior,N/A,-,Java
1083,Hannover,Data Consultant,Senior,N/A,-,Java
1084,Nürnberg,Data Consultant,Senior,N/A,-,Java
1085,Berlin,Data Consultant,Senior,N/A,-,Java
1086,Köln,Data Scientist,Entry level,N/A,-,Java
1087,Leipzig,Data Consultant,Senior,N/A,-,Java
1088,München,Data Consultant,Senior,N/A,-,Java
1172,Deutschland,Data Scientist,Senior,N/A,-,Java
1177,Frankfurt am Main,Data Scientist,Associate/Mid-Level,N/A,-,Java
1201,Berlin,Data Scientist,Director,N/A,-,Java
1215,München,Data Scientist,Senior,8-14,-,Java
1263,München,Data Engineer,Associate/Mid-Level,N/A,-,Java
1312,Berlin,Data Scientist,Associate/Mid-Level,22-28,-,Java
1315,Hamburg,Data Consultant,Associate/Mid-Level,0-7,-,Java
1316,Stuttgart,Data Scientist,Associate/Mid-Level,0-7,-,Java
1317,Stuttgart,Data Scientist,Senior,0-7,-,Java
1329,Berlin,Data Scientist,Senior,15-21,-,Java
1353,Stuttgart,Other,Associate/Mid-Level,15-21,-,Java
1355,München,Other,Entry level,0-7,-,Java
1357,Luxembourg,Other,Senior,0-7,-,Java
1362,Hannover,Other,Associate/Mid-Level,8-14,-,Java
1364,Ahrensburg,Other,Associate/Mid-Level,8-14,-,Java
1367,Karlsruhe,Other,Associate/Mid-Level,15-21,-,Java
1369,Berlin,Machine Learning Engineer,Entry level,8-14,-,Java
1370,Frankfurt am Main,Other,Senior,15-21,-,Java
1374,München,Other,Associate/Mid-Level,0-7,-,Java
1382,St. Leon-Rot,Data Scientist,Senior,0-7,-,Java
1383,Berlin,Machine Learning Engineer,Senior,0-7,-,Java
1384,Nürnberg,Data Scientist,Entry level,8-14,-,Java
1410,Bielefeld,AI Engineer,Associate/Mid-Level,0-7,-,Java
1445,Rosenheim,Data Engineer,Associate/Mid-Level,15-21,-,Java
1447,Luxembourg,Machine Learning Engineer,Associate/Mid-Level,0-7,-,Java
1494,Luxembourg,Business Intelligence (BI),Associate/Mid-Level,0-7,-,Java
1516,Berlin,Other,Associate/Mid-Level,8-14,-,Java
1520,Berlin,Data Engineer,Associate/Mid-Level,15-21,-,Java
1523,Berlin,Machine Learning Engineer,Associate/Mid-Level,15-21,-,Java
1532,Fischach,Data Consultant,Associate/Mid-Level,15-21,-,Java
1536,Frankfurt am Main,Other,Associate/Mid-Level,15-21,-,Java
1544,Berlin,Other,Associate/Mid-Level,22-28,-,Java
1550,Berlin,Data Consultant,Associate/Mid-Level,22-28,-,Java
1567,Berlin,Machine Learning Engineer,Senior,8-14,-,Java
1580,Berlin,Data Engineer,Senior,22-28,-,Java
1584,Bochum,Other,Associate/Mid-Level,8-14,-,Java
1606,Hannover,Other,Associate/Mid-Level,8-14,-,Java
1608,Köln,Data Engineer,Associate/Mid-Level,15-21,-,Java
86,Karlsruhe,Data Scientist,Associate/Mid-Level,29+,-,Java
293,Hamburg,Data Scientist,Entry level,29+,-,Java
388,München,Machine Learning Engineer,Associate/Mid-Level,29+,-,Java
408,Leipzig,Business Intelligence (BI),Associate/Mid-Level,22-28,-,Java
798,Aachen,Other,Associate/Mid-Level,N/A,-,Java
1,Berlin,Data Scientist,Entry level,8-14,-,R
6,Bremen,Data Scientist,Entry level,0-7,-,R
18,München,Machine Learning Engineer,Associate/Mid-Level,0-7,-,R
23,Leipzig,Other,Associate/Mid-Level,29+,-,R
25,Frankfurt am Main,Data Scientist,Associate/Mid-Level,0-7,-,R
32,Berlin,Data Scientist,Senior,0-7,-,R
38,Schwalbach,Data Scientist,Entry level,15-21,-,R
41,Eschborn,AI/ML Specialist,Entry level,0-7,-,R
44,Tübingen,Machine Learning Engineer,Associate/Mid-Level,29+,-,R
45,Kronberg,Data Scientist,Entry level,15-21,-,R
49,München,Data Scientist,Entry level,0-7,-,R
50,Hamburg,Data Scientist,Associate/Mid-Level,0-7,-,R
54,Nordrhein-Westfalen,AI/ML Specialist,Director,0-7,-,R
55,Berlin,Data Scientist,Senior,0-7,-,R
61,Hürth,Data Scientist,Associate/Mid-Level,29+,-,R
67,Düsseldorf,Data Scientist,Entry level,15-21,-,R
70,Berlin,Data Analyst,Associate/Mid-Level,0-7,-,R
75,Köln,Data Scientist,Entry level,0-7,-,R
85,Nordrhein-Westfalen,Data Scientist,Director,15-21,-,R
88,Essen,Data Scientist,Associate/Mid-Level,8-14,-,R
89,Berlin,AI/ML Specialist,Director,22-28,-,R
93,Weil am Rhein,Data Scientist,Associate/Mid-Level,0-7,-,R
100,Hamburg,AI/ML Specialist,Associate/Mid-Level,22-28,-,R
105,Berlin,AI Engineer,Associate/Mid-Level,15-21,-,R
112,Hamburg,AI Engineer,Associate/Mid-Level,8-14,-,R
113,München,Data Scientist,Associate/Mid-Level,29+,-,R
114,Berlin,Data Analyst,Senior,0-7,-,R
115,Berlin,Data Analyst,Associate/Mid-Level,8-14,-,R
125,Stuttgart,Data Scientist,Associate/Mid-Level,0-7,-,R
129,München,Data Scientist,Associate/Mid-Level,29+,-,R
137,Bad Salzuflen,Other,Director,15-21,-,R
140,München,AI/ML Specialist,Entry level,0-7,-,R
143,München,Data Scientist,Associate/Mid-Level,8-14,-,R
150,Darmstadt,AI/ML Specialist,Entry level,15-21,-,R
152,Berlin,Data Scientist,Associate/Mid-Level,15-21,-,R
154,Fellbach,Data Scientist,Associate/Mid-Level,8-14,-,R
162,München,Data Scientist,Senior,8-14,-,R
170,Dorsten,Data Scientist,Associate/Mid-Level,0-7,-,R
175,Frankfurt am Main,Other,Associate/Mid-Level,15-21,-,R
181,Hamburg,Data Scientist,Associate/Mid-Level,15-21,-,R
189,München,Other,Senior,0-7,-,R
195,Aachen,Data Scientist,Associate/Mid-Level,22-28,-,R
200,Deutschland,Data Scientist,Entry level,15-21,-,R
201,Deutschland,Machine Learning Engineer,Associate/Mid-Level,15-21,-,R
202,München,Other,Associate/Mid-Level,22-28,-,R
204,Hannover,Other,Associate/Mid-Level,15-21,-,R
205,Deutschland,Data Scientist,Associate/Mid-Level,15-21,-,R
210,Darmstadt,Other,Entry level,0-7,-,R
215,München,Data Scientist,Entry level,29+,-,R
217,Hannover,Data Scientist,Entry level,29+,-,R
218,Berlin,Business Intelligence (BI),Associate/Mid-Level,29+,-,R
223,Berlin,Data Analyst,Associate/Mid-Level,15-21,-,R
228,Deutschland,Research Scientist,Director,8-14,-,R
246,Kiel,Data Scientist,Associate/Mid-Level,22-28,-,R
270,Bad Homburg,Data Scientist,Entry level,15-21,-,R
275,Hannover,Data Scientist,Entry level,0-7,-,R
277,Hamburg,Data Scientist,Associate/Mid-Level,29+,-,R
279,Berlin,Data Scientist,Director,0-7,-,R
280,Köln,Data Analyst,Associate/Mid-Level,29+,-,R
288,Berlin,Other,Associate/Mid-Level,0-7,-,R
291,Frankfurt am Main,Other,Associate/Mid-Level,29+,-,R
294,München,AI Engineer,Associate/Mid-Level,0-7,-,R
295,Berlin,Other,Associate/Mid-Level,29+,-,R
303,Frankfurt am Main,Data Scientist,Senior,15-21,-,R
304,Berlin,Data Scientist,Associate/Mid-Level,0-7,-,R
